,Unnamed: 0,title,content,comment,date,category,vader_score,dict_score
0,0,"Suncor CEO says sticking to climate goals, but chides Canadian energy policy",Suncor Energy  CEO Rich Kruger told Canadian lawmakers Monday the company is  and decarbonizing its existing hydrocarbon businessesKruger was asked to appear before parliaments natural resources committee to explain remarks during Suncors Kruger said Suncor  is making tangible and materially financial investments in decarbonizing its existing energy business and the companys commitments on decarbonization have not changed at all since Ive taken over in this position six months agoThe CEO said his previous comments related to the need for Suncor  a strong oil business in order to be part of the energy transitionKruger also said energy forecasts indicate oil and gas will remain a sizable source of energy for decades to come and that unpredictability in Canadian energy policy is scaring away capital investment in the sectorIf the hurdle is set at a certain height thats fine We just want to know its not a moving target the CEO reportedly said One of the challenges we have faced here for some time now is a bit of unpredictability and uncertainty which then quite frankly scares away capital,68,2023-10-16,6,0.9434,-0.49999987500003124
1,1,Exxon Mobil: Is It A Good Dividend Stock?,Is Exxon Mobil  a good dividend stock The oil major made big news last week when it agreed to acquire Pioneer Natural Resources  in an  valued at 595B This isPerhaps due to the XTO overhang the market didnt seem to appreciate the PXD announcementMoreover many retail investors look atIf you have been exposed to academic finance you may recall the Miller and Modigliani  that without taxes transaction costs or asymmetric information about managements intentions the dividend policy should be irrelevant for stock performance and valuations The only thing that should really matter is the quality of the companys future investment opportunities For example one of the highest performers over the last few years has been Tesla  Elon Musks company isnt known for paying dividends but the market rightly or wrongly puts a very high value on its investment opportunitiesThe Miller and Modigliani  are of course oversimplified Investors pay taxes and transaction costs a regular dividend may also reduce the asymmetry of information by constraining managements ability to invest in negative present value projects Last but not least many individual and institutional investors simply need current income You could theoretically generate income from a nondividend paying stock by selling shares at regular intervals but that as noted carries its own costsIn practice companies that pay greater dividends tend to be more mature businesses with limited reinvestment opportunities Dividend paying companies also typically come from less cyclical industries such as consumer staples  or utilities  You could probably say that a fixed dividend is a signal of managements confidence in the stability of the business Buybacks and variable dividends also return capital to the shareholders but management isnt obliged to maintain them in bad yearsImportantly a very high dividend  or a dividend that can only be supported at the expense of increasing leverage  doesnt by itself make for a good dividend stock If anything leverage supported dividends may indicate the underlying business is more cyclical than what management wants to project The dividend may also be at risk of being cut ie the stock may be a dividend trapAt the end of the day oil  gas is a cyclical industry and producers cant control the price of their output For this reason large US independents like Marathon Oil  APA Corporation  and Occidental  have prioritized buybacks while others focus on special or variable dividendsExxon and other majors like Chevron  have more generous fixed dividends because their sheer size and integration across the oil and gas value chain provide for greater diversification that dampens cyclicalityThat said integrated energy may be safer than standalone upstream plays but its still riskier than defensive sectors like consumer staplesIt depends on your time horizon Exxon has steadily grown its dividend for now 40 years this is on par with a defensive stock such as Procter  Gamble However a nice  dividend growth series doesnt mean the dividend was safe all along the wayOver the last 10 years the payout ratio has varied from 250 to 250 The financial leverage also tends to yoyo a bitUnsurprisingly the dividend coverage and leverage are inversely related to the stock price drawdowns which have exceeded 25Should you care about drawdowns if youre a buyandhold investor though I would say yes Even if you never sell any stocks you still have to decide when to buy more and most people make repeated contributions to their portfolio over time rather than invest a lump sum once and forever To illustrate this point I ran a backtest that assumes you started with 1000 in January 2001 and invested another 1000 each month thereafter all the way through September 2023 I compared Exxon to PG as a typical consumer staples company and to Devon  as a more risky upstream player I assume,43,2023-10-15,8,0.9972,-0.24999998437500096
2,2,BHP: Why Metals And Mining May Be The Best Hedge For Your Oil Stocks,How does BHP Group Limited  one of the largest diversified mining companies globally fit into an energy investment thesisDespite the exceptional 20212022 runup energy continues to offer some of the best value opportunities  particularly among stocks withThat in a nutshell is my energy thesis which is probably shared by many others too However I constantly reevaluate this reasoning and ask myself what else needs to hold true for my energy investments not to work out The answer I inevitably come back to is that we would need to see a massive acceleration in the electrification trend that would at least displace the transportation component of oil demand Perhaps emerging economies like India INDA manage to bypass the wider adoption of ICE vehicles and directly go to EVs  or maybe the decarbonization in developed countries happens quicker due to technological breakthroughsI personally remain skeptical the energy transition will be completed by 2050 because the entire decarbonization project appears to be more based on ideology and political incentives than on sound economic planning that takes into account the physical realities For example cloudy countries in Northwest Europe keep installing solar panels this makes little sense from ROI perspective but perhaps helps electioneering politicians score more points with an environmentally conscious voter base In either case for my energy thesis to be wrong and decarbonization to succeed on the 2050 timeframe the world would require massive amounts of critical metals and minerals and even netzero proponents as the IEA acknowledge this This naturally points to the mining industry as a hedge if oil gets phased out faster  and within mining BHP is one of major players with exposure to several critical resourcesBHPs mining portfolio has shifted over the years but after the  to Woodside  currently the group focuses on the If the world wants to cut down on fossil fuels quicker it has to consume a lot more of BHPs products at least in the next few decades to build out the new infrastructure that would support a lowcarbon economy Mining itself is very energy intensive so to some extent producing the metals and minerals necessary for decarbonization will require even more fossil fuels but lets assume thats only a shortterm effect and in the longrun net fossil fuel use will still dropBHP is certainly not the only miner out there but I think the company has several advantages that make it stand outBHPs yeartodate return is a negative 72 but lets be clear  the only reason for this years underperformance are fears over Chinas economy Yet the government in China is already focusing on stimulative measures and there are signs that investors China sentiment may have bottomed The markets are also forward looking so commodity futures and BHPs stock will reprice way before the economic indicator data starts improving As much as China remains the main risk the inevitable turnaround in the China narrative may also be the catalyst that takes BHP higherThe short answer is that the world will need a lot more of everything The Tesla  in your garage only substitutes one type of nonrenewable resource for a different one Running away from oil and gas means crowding into the mining sector and we know what happens when much higher demand meets finite supply To the IEAs credit their  entitled Mineral requirements for clean energy transitions tried to quantify these exact megatrendsThe IEA distinguishes between a stated policies scenario STEPS associated with a slower energy transition and a sustainable development scenario or SDS which implies even faster decarbonization The chart below shows the projected 2040 growth factor from 2020 demand levels by resource typeCopper demand of relevance to BHP is expected to grow by a factor of 2x to 3x depending on how quickly the energy transition moves In 2020 the world,33,2023-10-08,6,0.9871,-0.14285713265306196
3,3,Out-Of-Favor Enbridge Shares Are A Buy (Rating Upgrade),  shares have finally fallen out of favor of late along with the entire Canadian midstream cohort They have steadily sold off throughout theInvestors previously granted ENB a halo due to its quasimonopoly position in Western Canadian Sedimentary Basin egress via its Mainline system However the reality is that the regulated pricesetting mechanism eliminates any sustainably high return on capital earned from its dominant market position In fact in recent years ENBs average return on capital has only slightly exceeded its cost of debtENBs persistentlyENB is the largest midstream operator in North America Its operations are focused primarily on liquids and until recently the company has focused its expansion on its US Gulf Coast facilities These investments likely offer more attractive returns on capital than ENBs Canadian investments so we viewed them as a smart use of capitalMore recently however new management under Greg Ebel has changed course On September 5 ENB  its deal to acquire three utility assets from Dominion Energy  The companys move away from liquid midstream operations initially caught observers by surprise but the markets reception turned more positive as analysts digested the deal Despite the overwhelming support for the deal however ENBs stock continued to fall after the announcementWe like the deal For one it provides relatively attractive returns on capital which ENB will need as it confronts a higher interest rate environment The market values the acquired assets cash flows at a slightly higher multiple than ENBs historical valuation The company can therefore deploy large sums of capital at attractive returns relative to its legacy assets and its investments are likely to be wellreceived by the market US utility assets will allow ENB to deploy large sums of capital which will help it move the needle with regard to longterm EBITDA growth While the deal has yet to close we believe the Dominion assets are a net positive addition to ENBs existing systemEven though sentiment toward Canadian midstream is in the dumps company fundamentals have been stableand in some cases have improvedover the past few quarters ENB offers a case in pointFirst off its cash flow has been stable What the company has sacrificed in terms of its return on capital it has gained in terms of cash flow stability as demonstrated by its operating cash flow belowENBs cash flows will also remain largely insulated from the impact of inflation ENB investors can rest assured that operating cash flow will remain supported in nearly any macro oil market or economic scenarioENBs stable cash flow can support a large debt level which has caused debt to grow at a rapid clip For the most part EBITDA growth went handinhand with growing debt balances but by 2021 ENBs leverage ratio increased significantly above 5times verging on an uncomfortably high levelHowever ENBs leverage situation is changing for the better By far the most significant recent development for its shareholders over recent quarters has been the companys inflection from net consumer of cash flow to generating a cash flow surplus This means it has internally funded its expenses growth capex and dividends without the need to raise debt The following table shows ENBs cash flows since 2020 and how theyve improved in 2023The chart below shows the companys cash flow deficit inflecting to a surplus in the first and second quartersIf continued this cash flow inflection should be a game changer for ENB shareholders Companies like ENB which generate low returns on capital cannot continue to spend forever on new growth projects and fund those projects with longterm debt particularly when the cost of debt is rising as it is today Instead they should pare back their growth capexwhich in recent years has run at ludicrously high levels for ENBand use excess cash flow to pay down debt Without a growing de,70,2023-10-18,1,0.9958,0.6249999609375024
4,4,Baytex Energy Offers Big Upside And A Growing Dividend But Beware Of The Risks,  isnt an obvious energy income investment It currently pays a 009 per share dividend on its stock which generates a 16 yield Thats not even inAt the moment BTE shares dont reflect this possibility so investors seeking income generated from higher oil prices could consider buying them now in anticipation of a higher dividendIn recent weeks BTE transitioned to paying out 50 of its free cash flow for debt repayment and 50 in a mix of dividends and share repurchases We estimate that at current oil prices BTE generates a 30 free cash flowAt oil prices above US80 per barrel WTI  we expect BTE to pay out 025 per share annually as a dividend which would generate a 45 yield on the current share price As the remaining free cash flow is used to repurchase shares the number of shares outstanding will decline over time and free cash flow per share will increase Consequently BTEs capacity to pay dividends on a pershare basis can grow as long as WTI remains above US80 per barrel and BTE shares remain undervalued by the marketFrom a capital appreciation standpoint BTE shares offer multibagger potential due to the huge amount of free cash flow generated at higher oil prices Our price target for the shares is 950 representing a 73 upside from the current priceThe challenge in analyzing the investment merits of BTE equity lies in the companys Eagle Ford assets The longterm economics of depleting shale assets is receiving more attention and investors have to be comfortable with the prospects for BTEs shale acreage to continue generating free cash flow Particular attention must be paid to the longevity of the assets reserves and the sustainability of their current production mix We address both issues in this articleBTE is a Canadiandomiciled oilandgas EP that derives half its revenues from several oilrich basins in Alberta and Saskatchewan and half from the Eagle Ford shale in South Texas Its assets are shown in the BTE shares have been well known among Canadian oil investors for the companys tremendous cash flow torque to higher oil prices As oil prices increase its cash flows grow more rapidly than most of its peers Of course the flip side is that as oil prices decline BTEs cash flow falls more rapidlyOn February 28 BTE  it would acquire Ranger Oil for C34 billion US25 billion In the deal BTE paid Ranger shareholders 749 BTE shares plus US1331 in cash for each Ranger share which represented a premium of 74 to Rangers closing stock price the previous day BTE also assumed Rangers debtTo finance the deal BTE paid 7328 million in cash and issued 3114 million new BTE shares valued at 13 billion or 426 per share The newly issued shares increased BTEs share count by 54 It funded the cash portion through borrowings on its credit facility a twoyear term loan and the issuance of 800 million senior secured notes due 2030 The deal closed on June 20 2023The deal was transformative to BTE After it closed the companys Eagle Ford acreage was comprised of two largely contiguous blocks allowing for optimal development and lower costs per barrel  shows that its acreage is located primarily in the oily part of the Eagle Ford play depicted in greenThe deal has clear benefits for BTE shareholders It modestly extends the companys provedplusprobable reserve life for oil natural gas and NLGs by approximately one year to 12 years It also boosts the oil weighting of BTEs Eagle Ford productionThe before and after pro forma metrics for BTEs Eagle Ford acreage are shown belowImportantly the acquisition increases the percentage of Eagle Ford production that BTE operates With greater control over its Eagle Ford operations management can drill at its own pace and work to improve drilling techniques Weve heard an unsubstantiatedthough we believe credibleclaim that BTEs management believes it can improve the productivity of the legacy Ranger a,51,2023-10-05,7,0.9984,-0.1428571224489825
5,5,AMLP: A Good Inflation Hedge With Lower Volatility Than Most Energy Investments,If you believe energy prices and inflation will be higher for longer but prefer to avoid the volatility of upstream oil and gas equities the Alerian MLP ETF  may be an investment vehicle toBut why invest in midstream MLPs Three reasonsThat said if you purchase the units of PAA EPD or MPLX directly you will achieve a better yield because the fees charged by AMLP are rather high However besides the diversification benefit the ETF also provides a wrapper around the K1 forms issued by individual MLPs While receiving a K1 isnt the end of the world many investors prefer to avoid the tax complexityAMLP may be particularly attractive if you think the Fed is approaching the end of its tightening cycle and we are headed into financial repression ie lower artificially managed interest rates while inflation has not fully receded Historically just as other highyield investments MLPs have underperformed when interest rates were high However this time perhaps because it is still recovering from the pandemic selloff AMLP has held up surprisingly well If the Fed pivots in the face of rising fiscal deficits I would expect AMLP to eventually rerate higherMidstream assets ought to do well in an inflationary regime because they are hard assets and also represent critical infrastructure  there is no substitute The only threat could be a rapid transition to renewables but that is simply not realistic as pointed out by EPD in a  presentationFurther as  upstream production is getting more gassy and this puts more pressure on the midstream segmentAs the Permians gas output is growing it is good to  that Appalachia is already constrained by offtake capacityThis promises for an interesting dynamic Both US LNG export capacity and upstream gas production are growing but the midstream capacity that links the two is lagging behind I think this is good for the owners of the existing infrastructureIn fact the midstream bull thesis extends beyond energy to petrochemicals as wellThe US has excess ethane which after getting cracked into ethylene is a basic petchem building block and managing the oversupply will put further premium on storage and export terminals along the US Gulf CoastWhile some midstream companies are organized as Ccorps similar to most traded stocks others are MLPs or publicly traded partnerships Unlike Ccorps MLPs are passthrough entities from federal income tax perspective which theoretically results in a lower cost of capitalA good  is MPLX which is  by Marathon Petroleum Corporation MPC is the GP general partner in the MLP that is responsible for the commercial decisions In this case MPC isnt only the GP but also owns 65 of the common units  the common unit holders are basically the limited partners In MPLXs case only 35 of the common units are owned by investors and traded publicly but there is no reason why that percentage cant be different MLPs can also have preferred unitsWhile not all MLPs are linked to a corporation in the MPCMPLX setup the MLP gets a lot of revenue from the sponsor ie MPLX provides its infrastructure for MPCs use This usually happens under longterm agreements with minimum payment obligations to shift risk away from the MLP to the sponsor The GPs may also frequently have incentive distribution rights which act similarly to carried interest and increase the GPs returns after certain return hurdles are reached by the common unit holdersAs the GP controls the MLP from a commercial perspective the partnership agreement has certain safeguards to protect the common unit holders Usually all available cash above some minimal level has to be distributed quarterly Unlike a REIT the distribution requirement is not taxdriven However similarly to a REIT an MLP must derive at least 90 of its income from qualifying activities operating midstream energy infrastructure is of course a qualifying activityThe MLP s,7,2023-10-24,7,0.9944,-0.14285713265306196
6,6,W&T Offshore: A Q3 Beat Could Be A Catalyst For This Undervalued Stock,WT Offshore  is small and undervalued offshore oil and gas producer in the US Gulf of Mexico Based on a recent precedent transaction the implied value of WTs hydrocarbon reserves could be at least 15 billion which significantlyWhile WT has struggled this year due to unexpected operational problems and weaker oil and gas prices the stock seems to have found a bottom in April and has since been hovering in this support regionWith the Holy Grail drilling prospect out of the picture until 2024 WTI is still in search of a catalyst In the meantime the renewed strength in oil prices In the medium term rising natural gas prices and oil prices proving they are able to hold their current levels will provide further tailwinds going into 2024Value can mean different things to different people but it is usually associated with low pricing multiples Seeking Alpha  the company A on valuation based on how WTs ratios compare to the peer sectorHowever while A looks pretty good it doesnt capture WTs full potential These ratios are based on flow measures EBITDA EBIT Sales and WT is currently underperforming on these dimensions due to Yet while investors value current profits an oil and gas company is also a claim on the underlying reserves Therefore a company can also be a value stock if it trades at a discount to its net asset value or NAV In my view this has indeed been the case and WTs discount to its NAV is significantThe  its PV10 a standardized NAV measure commonly used in the industryProved reserves or 1P was estimated at 2 billion Adding probable reserves increases this figure to 34 billion This compares to an enterprise value of 845 million Even focusing conservatively only on the producing portion of the 1P reserves suggests a PV10 of 14 billionThe PV10 though follows a standardized methodology that uses backwardlooking pricing so it isnt the same as a market value However WTs  of producing assets in the US GoM provides another angle from which we can look at thisPart of the reason WT delayed drilling its Holy Grail prospect was to conserve cash that could be used for opportunistic acquisitions It seems the company was indeed able to find suitable assets to acquireThis suggests WT paid about 100 per 1P boe or 63 per 2P boe applying these metrics to WTs legacy reserve base implies a NAV of about 15 billionMore of the acquired proved reserves are producing relative to legacy WT and the oil content is higher but on the other hand the acquisition is only 2 of WTs size Scale typically drives a premium so you could also say the 15 billion estimate is rather conservativeBased on WTs capital structure for the enterprise value to get to 15 billion the stock price would need to increase from 414 to 865 for a 109 gain The Wall Street target reported by Seeking Alpha is even north of my estimateFrom a value perspective WT has the potential to double The question is what could prompt the move upWTI is expected to report on November 1 According to Seeking Alpha the consensus estimates are revenue of 129 million and EPS of 0 However both oil and natural gas are tracking above the summer forecasts so the setup for a beat is favorableThe Q1 production issues  by now Based on managements midproduction guidance plus the realized Q3 marker prices assuming historical pricing differentials I estimate Q3 revenue at 137 millionIf revenue is a beat even by 5 very likely EPS will be a beat too Further given WT cut its initial capex guidance for the year and 2023 is rather light on plugging  abandonment expense I wouldnt be surprised if free cash flow comes out good tooLooking further ahead to Q4 WT would exit 2023 at about 3x EVEBITDANote that while 50 of WTIs production is gas the oil price is still more important as a revenueEBITDA driver WTI doesnt have oil hedges Gas is still 23 hedged but that ,10,2023-10-19,1,0.9956,-0.19999998666666757
7,7,"Energy Transfer's Operations Shine, But Risks For Unitholders Remain",  posted an impressive operating performance in its  The company set throughput records in every segment but those related to crude oil The table below shows the dramatic improvement overAs impressive as these results are note that longerterm comparisons are distorted by acquisitions so the outsized improvement relative to 2020 and 2021 are less relevant gauges of performanceThe record throughput gains in Q2 didnt translate to improved financial performance Adjusted EBITDA of 312 billion fell by 33 from the previous year and 91 from the previous quarter while the company missed consensus expectations of 321 billion by 28Like operating results longerterm financial results are also distorted by acquisitions The companys 91 billion of acquisitions over the past two years make itThe culprit behind ETs EBITDA miss during the quarter was its commodity price exposure particularly with regard to natural gas and NGLs with ethane having the biggest impactWith natural gas prices down 70 and NGL prices down 45 from the yearago quarter the commoditysensitive portion of ETs EBITDA took a hit Approximately 10 of EBITDA is exposed to commodity prices For the second quarter that amounts to 312 million of EBITDA so its not surprising that EBITDA missed expectations by around 100 millionResults are expected to improve in the second half of the year Management narrowed ETs fullyear 2023 guidance to 131 to 134 billion while keeping the midpoint the same as its previous guidanceAmong other positives in the quarter were managements new target of 3 to 5 annual distribution increases ET also has growth projects underway that will contribute to EBITDA and cash flow over the coming years Its Mont Belvieu Frac VIII fractionator is expected to enter service in a few weeks while its Nederland export capacity expansion is on schedule to be completed in mid2025 Other notable expansions likely to enter service over the next few years include a new Permian Basin processing plant and a capacity addition to the Gulf Run PipelineET is still pursuing its Lake Charles LNG project Management expects to file a new export authorization with the Department of Energy this month ET has already entered into 36 million tons per year of LNG offtake agreements and has lined up potential equity partners Lake Charles shows potential for adding to EBITDA by 2028These positives are offset by negatives that pose risks to ET unitholdersFirst the companys leverage ratio ended the quarter at a lofty 45times Despite its recent success in bringing the ratio down from more than 5times leverage remains too high for unitholder comfort Consider that Enterprise Products Partners  which also operates a largescale diversified midstream business operates with a leverage ratio of 30times the low end of managements target range of 30 to 35timesETs high debt load relative to EBITDA is one reason its units trade at a discounted multiple relative to peers The market knows that in the past ET management has overextended the company at great risk to common unitholders by running up debt to fund overexpansion and excessive common distributions ETs currently elevated leverage increases the risk that management will do so againFor ET reducing debt would do more to increase the unit price than distribution increases A lower debt balance would reduce risk to equity owners and increase the cash flow multiple at which ET units tradeWe would prefer management to continue prioritizing deleveraging but its commentary indicates its back to expansion mode Judging from comments made on the secondquarter earnings call we put managements capital allocation priorities as expansion deleveraging distribution growth and unit repurchasesin that orderWhat came through most clearly on ETs secondquarter conference call was that management is downright giddy when it came to expansion It mentioned acquisition ,93,2023-08-15,3,0.9229,0.05882352595155729
8,8,Transocean: Let's Do The Convertible Bond Math,I recently wrote about the improvement in Transoceans  credit prospects and what it could mean for the equityOne watch area that I identified were Transoceans convertible bondsAs I pointed out all convertibles are now in the money and this may imply up to 20 dilution for the equity holders Interestingly during the subsequent  RIGs management also emphasized this pointGiven we may now theoretically exit Q3 at northOne view is that everything is already priced in clearly the potential dilutive effect has been known since  when these bonds were issued From accounting perspective Transocean even records a liability associated with the moneyness of the exchange featureHowever what I want to show is that abstracting oneself away from what is or isnt priced in and just looking at the intrinsic value of the shares the exercise of the conversion options would potentially reduce this intrinsic value by 5 to 10 in most scenarios While not immaterial I think that 5 to 10 is small compared to the fundamental uncertainty over how much Transoceans underlying assets would be worth in say 2025In other words the conversion by itself shouldnt really change your bullish or bearish stance on the stock although shortterm buying opportunities could arise if the bondholders who avail themselves of the conversion option also seek to divest their newly minted shares Interestingly a corollary of the balance sheet mechanics is that if you are very bearish on Transocean the conversion should make you relatively more bullishFinally while in the long term the conversion could be a wash for the equity what is undisputable in my view is that it will be very bullish for the nonconvertible debt especially for the junior bonds which currently rank below the convertibles Despite the spread compression I described in my prior article these junior notes still offer an attractive yield for what at this point isnt that much riskA convertible bond can be seen as a combination of a straight bond and a call option on the equity We know from the theory that the early exercise of an option is never optimal but its not unusual that institutional factors may dictate otherwise For example distressed debt investors may rather get their money out and put it into another investment consistent with their mandate than retain longterm exposure to Transoceans equity As the conversion options are now deep in the money the primary driver for future bond gains would be the equity itselfInsider Perestroika already converted a lot of its debt in Q2 and this was already noted in a  from JuneNow that the 10Q is out we can also see the corresponding growth in the share countIf the remaining options get exercised this quarter going into the next quarter we are looking at a little more than 900 million outstanding sharesAs the conversion substitutes debt for equity the expected 20 dilution doesnt mean that the intrinsic value of the shares will drop by 20 too To quantify the effect we need to have a view on the fair value of the asset side of the balance sheetTo make things easy I am going to assume an average value of 450 million for the 27 active floaters As its an average youll have units such as the Titan and Atlas well above and older units below that mark I will assume zero value for the 12 stacked units If these assumptions dont seem reasonable to you dont worry I also ran a sensitivity analysis that shows how the impact of the conversion changes with the asset valuesGiven various estimates from offshore drilling earnings calls that suggest up to 1 billion cost for a newbuild I dont think 450 million is aggressive especially as I dont include any contracted backlog either In total my assumptions suggest fixed assets value of 1215 billion which is still below the latest net book value of 1692 billion Perhaps as additional reference point Deep Value Driller AS a company listed in Norw,97,2023-08-21,8,0.9962,0.33333329629630043
9,9,Cenovus Energy: This Variable Can Turbocharge The E&P Rally,Seasoned energy investors have been beaten up so many times that optimism can be hard to muster But that doesnt mean we shouldnt consider some unusually bullish cases for our equities EPs in particular could undergo a multiple rerating that pushes theirA quick comparison of Surge Energys   stock market valuation today vs 2014 shows that valuation multiples are on entirely different planets Consider that in 2014 Surge traded at a 693 free cash flow yield and a 745 multiple of enterprise value to funds from operationsToday Surge trades at a massive 2212 free cash flow yield at 80 per barrel WTI and a lowly 334 multiple of enterprise value to funds from operationsIn Surges case applying the 745 EVFFO multiple from 2014 would put its Canadianlisted shares at 2613 CompareHeres a similar chart for another Canadian smallcap EP Bonterra Energy Bonterras stock is selling at a particularly steep discount due to the risk stemming from its high debt load But a rerate back to its 2014 multiple would send Bonterras stock from todays 748 all the way to 3261 representing appreciation of a whopping 336The upshot of the valuation gap that exists between today and the more bullish times in the past is that if investor attitudes towards EPs shift in a positive direction the room for multiple expansion is enormous Moreover todays higher oil prices mean that a slide in the opposite direction to a lower rating is not likelyThe situation illustrated with Surge applies to most smallcap Canadian EPs The situation also applies to large caps though to a lesser degree as highquality largecap Canadian EPs currently trade at a much higher multiple than small caps Cenovus Energy  for instance trades at a 605 EVFFO multiple at 80 per barrel WTI versus Surges 334 Still CVE possesses a substantial valuation discount relative to its 2014 level Back then CVE shares traded at an 806 EVFFO multiple and a paltry 204 free cash flow yield At 80 per barrel WTI today its 2014 EVFFO multiple would send its Canadian listed shares from todays 2786 to 4442 a 59 return While the return isnt on par with Surge and other smaller Canadian EPs its not shabby by any meansWe cant know exactly what event would bring about a multiple rerating for oil and gas EPs A severe global oil supply outage might do the trick Or perhaps a shift by investors away from the renewables craze would catalyze a rerate It appears were already heading in that direction given the recent news surrounding wind project failures and mounting opposition to new projects from local residents The electric power emergency unfolding in Texas is also helping to turn popular sentiment against renewables as the largescale replacement of coal power plants with wind and solar power installations caused the crisis When the last bona fide emergency occurred during Winter Storm Uri renewables proponents blamed rolling outages on natural gas from freezeoffs and the like Its going to be much more difficult to blame gas this time around in the summerIn any event serious cracks in the renewables façade have begun to form and we believe the push to electrify everything will abate once the true costsfinancial and otherwiseare understood As it does we anticipate a newfound appreciation that oil and gas is here to stay and equity investment in the sector is necessary for ensuring its longterm vitality In our view this is the most likely trigger for a multiple rerating for EPsEven if a multiple rerating fails to materialize improving fundamentals amid higher oil prices should push our favored EP stocks higher The shares of Cenovus Surge Suncor Energy  MEG Energy  Canadian Natural Resources  and Cardinal Energy  are all likely to benefit from higher oil prices alone Still the optionality of tremendous upside from a meaningful multiple rerating cant be ignored Grizzled oil and gas v,63,2023-09-15,1,0.9942,-0.37499997656250145
